razon_social,nombre_producto,numero_autorizacion,especies_autorizadas
"Agribrands Purina Mexico, S. de R.L. de C.V.",Posturina Fase 3,A-0207-753,ave pos
"Agribrands Purina Mexico, S. de R.L. de C.V.",Posturian Fase 2,A-0207-754,ave pos
"Agribrands Purina Mexico, S. de R.L. de C.V.",Expo Ovina,A-0207-758,ovi
"Agribrands Purina Mexico, S. de R.L. de C.V.",Pig Finish Ractopamina 5 Navatech,A-0207-764,por
"Agribrands Purina Mexico, S. de R.L. de C.V.",Pig Finish Ractopamina 10 Novatech,A-0207-765,por
"Agribrands Purina Mexico, S. de R.L. de C.V.",Engordina E.D.S/Pig,A-0207-767,ave eng
"Agribrands Purina Mexico, S. de R.L. de C.V.",Sp 40,A-0207-772,suplemento para bovinos de engorda en pastoreo
"Agribrands Purina Mexico, S. de R.L. de C.V.",Expo Purina Bir,A-0207-783,bov (exposición)
"Agribrands Purina Mexico, S. de R.L. de C.V.",Rolado Beef,A-0207-785,bov. carne
"Agribrands Purina Mexico, S. de R.L. de C.V.",Productina Pesada Fase I,A-0207-826,por
"Agribrands Purina Mexico, S. de R.L. de C.V.",Preiniciarina Medicada,A-0207-828,migaja
"Agribrands Purina Mexico, S. de R.L. de C.V.",Preiniciarina,A-0207-829,ave
"Agribrands Purina Mexico, S. de R.L. de C.V.",Pavos Reproductor,A-0207-830,ave (pavo reproductores)
"Agribrands Purina Mexico, S. de R.L. de C.V.",Lechero 32 Calamanda,A-0207-834,bov (lecheras)
"Agribrands Purina Mexico, S. de R.L. de C.V.",Layina S/P,A-0207-841,aves (gallinas ponedoras)
"Agribrands Purina Mexico, S. de R.L. de C.V.",Reproductina Ligera Fase 1,A-0207-843,pellet/migaja
"Agribrands Purina Mexico, S. de R.L. de C.V.",Purimas Lechero 18% S/U,A-0207-847,bov (lecheras)
"Agribrands Purina Mexico, S. de R.L. de C.V.",Iniciador Industrial,A-0207-864,por
"Agribrands Purina Mexico, S. de R.L. de C.V.",Crecimiento Industrial,A-0207-915,por
"Agribrands Purina Mexico, S. de R.L. de C.V.",Crecimiento Industrial Medicado,A-0207-916,por
"Agribrands Purina Mexico, S. de R.L. de C.V.",Final Lean 10 Industrial,A-0207-923,por (engorda)
"Agribrands Purina Mexico, S. de R.L. de C.V.",Lactancia Primerizas Industrial,A-0207-931,por
"Agribrands Purina Mexico, S. de R.L. de C.V.",Lactancia Primerizas Industrial Medicado,A-0207-932,por
"Agribrands Purina Mexico, S. de R.L. de C.V.",Pollos Gf,A-0207-970,ave eng
"Agribrands Purina Mexico, S. de R.L. de C.V.",Nova Gallos Enguardia,A-0207-991,aves de reemplazo y combate
"Agribrands Purina Mexico, S. de R.L. de C.V.",Nova Gallos Super Breed Pro-Start,A-0207-994,alimento balanceado medicado para gallinas y gallos de pelea
"Agribrands Purina Mexico, S. de R.L. de C.V.",Nova Gallos Super Breed Fit,A-0207-995,ave pelea
"Agribrands Purina Mexico, S. de R.L. de C.V.",Nova Gallos Super Breed Pro-Win,A-0207-996,aves (gallos de pelea en preparación)
"Agribrands Purina Mexico, S. de R.L. de C.V.",Mineral Tech Borrego Pie de Cria,A-0207-999,ovi
"Agribrands Purina Mexico, S. de R.L. de C.V.",X-Cellence Safest,A-207-1049,alimento balanceado para caballos
"Agribrands Purina Mexico, S. de R.L. de C.V.",V-Ital Pavos Finalizador,A-207-391,pav
"Agribrands Purina Mexico, S. de R.L. de C.V.",Pig Tech Bionova 3 Med A,A-207-626,por
"Agribrands Purina Mexico, S. de R.L. de C.V.",Pig Tech Bionova 3 Med B,A-207-627,por
"Agribrands Purina Mexico, S. de R.L. de C.V.",Pig Tech Bionova 3 Med D,A-207-629,por
"Agribrands Purina Mexico, S. de R.L. de C.V.",Pig Tech Bionova 4 Med A,A-207-630,por
"Agribrands Purina Mexico, S. de R.L. de C.V.",Gestacion Industrial Medicado,A-207-926,por
"Agribrands Purina México, S. de R.L. de C.V.",Sosten Bovina,A-0207-008,sin dato
"Agribrands Purina México, S. de R.L. de C.V.",Ke Bueno Lechones,A-0207-029,por
"Agribrands Purina México, S. de R.L. de C.V.",Nova Gallos Duper Breed Pro-Win,A-0207-1027,ave combate
"Agribrands Purina México, S. de R.L. de C.V.",Omolin Rey de Oros,A-0207-1036,equ
"Agribrands Purina México, S. de R.L. de C.V.",Trans-Tech 400,A-0207-1060,bov carne
"Agribrands Purina México, S. de R.L. de C.V.",Beef Starter Cf,A-0207-1062,bov (becerros)
"Agribrands Purina México, S. de R.L. de C.V.",Black Mamaba,A-0207-1087,gallos y gallinas
"Agribrands Purina México, S. de R.L. de C.V.",Beff Prestarter Ra,"A-0207-1094, A-0207-1063",bov
"Agribrands Purina México, S. de R.L. de C.V.",Lechoncina Pt,A-0207-1101,por
"Agribrands Purina México, S. de R.L. de C.V.",Pelea Startina 1,A-0207-1127,gallos y gallinas
"Agribrands Purina México, S. de R.L. de C.V.",Pelea Startina 2,A-0207-1128,gallos y gallinas
"Agribrands Purina México, S. de R.L. de C.V.",Casta Brava Original,A-0207-1129,gallos y gallinas
"Agribrands Purina México, S. de R.L. de C.V.",V-Ital Pavos Inicio,A-0207-1132,pavos
"Agribrands Purina México, S. de R.L. de C.V.",V-Ital Conejos,A-0207-1134,conejos
"Agribrands Purina México, S. de R.L. de C.V.",Pingo Cachorros,A-0207-1144,can
"Agribrands Purina México, S. de R.L. de C.V.",Retador,A-0207-1157,"ave combate, ave reemp"
"Agribrands Purina México, S. de R.L. de C.V.",Potrerina 15 E.C./Zmx,A-0207-1169,bov. carne
"Agribrands Purina México, S. de R.L. de C.V.",Equinos Fase 4,A-0207-1178,equ
"Agribrands Purina México, S. de R.L. de C.V.",Lamb Tech,A-0207-1184,sin dato
"Agribrands Purina México, S. de R.L. de C.V.",Pingo Cachorros 1,A-0207-1195,can
"Agribrands Purina México, S. de R.L. de C.V.",Pet Master 1,A-0207-1197,can
"Agribrands Purina México, S. de R.L. de C.V.",Desarrollo Industrial,A-0207-1210,por
"Agribrands Purina México, S. de R.L. de C.V.",Final Lean 12.5,A-0207-1221,sin dato
"Agribrands Purina México, S. de R.L. de C.V.",Final Lean 7.5,A-0207-1233,sin dato
"Agribrands Purina México, S. de R.L. de C.V.",Sementales Pf,A-0207-1234,sin dato
"Agribrands Purina México, S. de R.L. de C.V.",Ke Bueno Lechones,A-0207-1252,por
"Agribrands Purina México, S. de R.L. de C.V.",Reproductina 1 Lpa,A-0207-158,ave
"Agribrands Purina México, S. de R.L. de C.V.",Rumina Completa,A-0207-177,"alimento balanceado para bovinos de engorda, con un peso promedio de 440 kg."
"Agribrands Purina México, S. de R.L. de C.V.",Rumina 40 Plus,A-0207-188,bov. carne
"Agribrands Purina México, S. de R.L. de C.V.",Pasturina 20 E.C. Range,A-0207-189,bov
"Agribrands Purina México, S. de R.L. de C.V.",Rumina 50/Rm 300,A-0207-262,concentrado proteico para la engorda de bovinos.
"Agribrands Purina México, S. de R.L. de C.V.",Lechoncina Ab Medicada,A-0207-455,alimento medicado completo para lechones.
"Agribrands Purina México, S. de R.L. de C.V.",Cria Ovina 16 Medicado,A-0207-506,ovi
"Agribrands Purina México, S. de R.L. de C.V.",Rumina 32/Zmx,A-0207-528,bov car
"Agribrands Purina México, S. de R.L. de C.V.",Sosten Bovina Sequia,A-0207-530,alimento balanceado para bovinos en pastoreo
"Agribrands Purina México, S. de R.L. de C.V.",Generaleche 1056-20,A-0207-589,bov lec
"Agribrands Purina México, S. de R.L. de C.V.",Generaleche 1056-14,A-0207-590,bov lec
"Agribrands Purina México, S. de R.L. de C.V.",Generaleche,A-0207-592,alimento balanceado para vacas lecheras de alta produccion.
"Agribrands Purina México, S. de R.L. de C.V.",V-Ital Gatitos,A-0207-648,fel
"Agribrands Purina México, S. de R.L. de C.V.",V-Ital Postura,A-0207-655,ave
"Agribrands Purina México, S. de R.L. de C.V.",Calf Tech 2.0,A-0207-662,bov (becerros)
"Agribrands Purina México, S. de R.L. de C.V.",Generaleche 958-18 Rolado,A-0207-664,alimento para vacas lecheras de mediana produccion.
"Agribrands Purina México, S. de R.L. de C.V.",Nova Mix,A-0207-680,"ave rep, ave pelea"
"Agribrands Purina México, S. de R.L. de C.V.",Pig Finish Novatech,A-0207-684,premezcla para la elaboración de alimento para hembras gestantes.
"Agribrands Purina México, S. de R.L. de C.V.",Pig Star Novatech,A-0207-685,premezcla para la elaboración de alimento para cerdos de 15 a 30 kg . de peso.
"Agribrands Purina México, S. de R.L. de C.V.",Pig Lact Novatech,A-0207-687,premezcla para la elaboracion de alimento para cerdas lactantes.
"Agribrands Purina México, S. de R.L. de C.V.",Pig Gest Novatech,A-0207-688,premezcla para la elaboración de alimento para cerdas gestantes.
"Agribrands Purina México, S. de R.L. de C.V.",Generaleche Plus-Ultra 18,A-0207-694,bov. leche
"Agribrands Purina México, S. de R.L. de C.V.",Producción Estándar,A-0207-713,bov leche
"Agribrands Purina México, S. de R.L. de C.V.",Iniciador Hi-O Turbo,A-0207-722,por
"Agribrands Purina México, S. de R.L. de C.V.",Omolena la Silla,A-0207-766,equi (competencia intensa)
"Agribrands Purina México, S. de R.L. de C.V.",Generaleche 958-18 Multiparticulas,A-0207-776,sin dato
"Agribrands Purina México, S. de R.L. de C.V.",Lechero Norte,A-0207-846,bov lec
"Agribrands Purina México, S. de R.L. de C.V.",Ke Bueno Gestación y Lactancia,A-0207-929,por
"Agribrands Purina México, S. de R.L. de C.V.",Pre Iniciador Industrial,A-0207-968,por (lechones)
"Agribrands Purina México, S. de R.L. de C.V.",Forja Brava,A-0207-980,gallinas y gallos
"Agribrands Purina Mexico, S. de R.L. de C.V.",Nova Gallos Superbreed Option,A-0207-1203,ave
"Agribrands Purina México, S. de R.L. de C.V.",Gallos Fase 2,A-0207-1155,gallos
"Agribrands Purina Mexico, S.A. de C.V.",Venadina 20 Cb,A-0207-1004,venados
"Agribrands Purina Mexico, S.A. de C.V.",B-Flex 18% Ae,A-0207-1122,bov
"Agribrands Purina Mexico, S.A. de C.V.",Fatina Bir Ii,A-0207-331,bov (engorda)
"Agribrands Purina Mexico, S.A. de C.V.",Conejina Turbo,A-0207-440,conejos
"Agribrands Purina Mexico, S.A. de C.V.",Engorda Lean 5 Hi-O Turbo,A-0207-719,por
"Agribrands Purina Mexico, S.A. de C.V.",Transition Cd,A-0207-780,bovinos de engorda
"Agribrands Purina Mexico, S.A. de C.V.",Expo Purina Bir Rolada,A-0207-786,bov (exposición)
"Agribrands Purina Mexico, S.A. de C.V.",Inicio Hi-O 50%,A-0207-794,por (lechones)
"Agribrands Purina Mexico, S.A. de C.V.",Lechero Extra 20%,A-0207-810,bov (lecheras)
"Agribrands Purina Mexico, S.A. de C.V.",Engordina 2 A.E. Cd S/P,A-0207-839,ave (pollo de engorda)
"Agribrands Purina Mexico, S.A. de C.V.",Final Lean 5 Industrial,A-0207-919,por
"Agribrands Purina Mexico, S.A. de C.V.",Final Lean 7.5 Industrial,A-0207-921,por (engorda)
"Agribrands Purina México, S.A. de C.V.",Pollitas,A-0207-1166,ave eng
Agro Lechera Alteña S.A de C.V.,Quality Feed 20/20,A-10629-001,becerros
"Agro Tehuacan, S. A. de C. V.",Preinipig F-4,A-7591-024,28 dias
"Agro Tehuacan, S. A. de C. V.",Reemplapig 2,A-7591-037,18 dias
"Agro Tehuacan, S. A. de C. V.",Novillo Especial,A-7591-039,72 horas
"Agro Tehuacan, S. A. de C. V.",Preinipig F-1,A-7591-042,14 dias
"Agro Tehuacan, S. A. de C. V.",Preinipig F-4,A-7591-046,no aplica
"Agro Tehuacan, S. A. de C. V.",Preinipig F-1,A-7591-047,14 dias
"Agro Tehuacan, S. A. de C. V.",Reemplapig 2,A-7591-064,no aplica
"Agro Tehuacan, S. A. de C. V.",Novillo Especial,A-7591-065,72 horas
"Agro Tehuacan, S.A. de C.V.",Gestapig,A-7591-009,cer
"Agrobussines Inc. Division Mexico, S.A. de C.V.",Rumenaider,A- 0936-001,bov
Agrocorce Spr de Rl,Raptor Nh3,A-10917-001,completar
"Agroindustrias Mersan, S.A. de C.V.",Ooki,A-10493-001,can
"Agroinsumos Salazar, S.A. de C.V.",Celtic Milk Premium 20-20,A-10236-001,becerros
"Agroinsumos Salazar, S.A. de C.V.",Celtic Milk 26-15,A-10236-002,becerros
"Agroinsumos Salazar, S.A. de C.V.",Celtic Milk 23-18,A-10236-003,becerros
Agromex Importaciones S.A. de C.V.,Calibrin A,A-0736-005,"ave, por"
Agromex Importaciones S.A. de C.V.,Calibrin Z,A-0736-006,"ave, por"
"Agronutrientes del Norte, S. A. de C. V.",Agrolac 24-18,A-7654-011,"becerros, voi, cap, por"
"Agronutrientes del Norte, S. A. de C. V.",An-Tox 7,A-7657-036,"bov car, bov lech, ovi, cap, ave eng, ave pos, pavos, por, equ"
"Agronutrientes del Norte, S. A. de C. V.",Qa-3,A-7657-037,"bov car, bov lech, ovi, cap, ave eng, ave pos, pavos, por, equ"
"Agronutrientes del Norte, S.A. de C.V",Agro-S 100,A-7657-024,sin dato
"Agronutrientes del Norte, S.A. de C.V.",Agromix Pastoreo Plus,A-7647-030,bov eng
"Agronutrientes del Norte, S.A. de C.V.",Macro Mix I,A-7657-001,por
"Agronutrientes del Norte, S.A. de C.V.",Macro Mix Ii,A-7657-002,por
"Agronutrientes del Norte, S.A. de C.V.",Macro Mix Iii,A-7657-003,por
"Agronutrientes del Norte, S.A. de C.V.",Agromix Ganado Re,A-7657-004,bov. engorda
"Agronutrientes del Norte, S.A. de C.V.",Agromix Ganado Sp,A-7657-006,bov. carne
"Agronutrientes del Norte, S.A. de C.V.",Agrolac 25-10,A-7657-009,"sustituto de leche para bovinos, ovinos, caprinos y porcinos"
"Agronutrientes del Norte, S.A. de C.V.",Fosminsal 9%,A-7657-016,bov
"Agronutrientes del Norte, S.A. de C.V.",Fosminsal 6%,A-7657-017,bov
"Agronutrientes del Norte, S.A. de C.V.",Fosminal 12%,A-7657-018,bov
"Agronutrientes del Norte, S.A. de C.V.",Agrolac 25-10 Plus,A-7657-022,"sustituto de leche para becerros lactantes, medicado con neomicina"
"Agronutrientes del Norte, S.A. de C.V.",Agro-S 100 Plus,A-7657-025,"bov. leche, bov. carne, ovi, cap, ave eng, ave repr, ave post, ave combate, pavo, por, equ, can"
"Agronutrientes del Norte, S.A. de C.V.",Eubio-Acid Control Max,A-7657-026,"ave, por"
"Agronutrientes del Norte, S.A. de C.V.",Agromix Expo Ultra,A-7657-029,bov eng
"Agronutrientes del Norte, S.A. de C.V.",Agropremix Sp-5 Mn,A-7657-031,bov car
"Agronutrientes del Norte, S.A. de C.V.",Fosmin Pro 44,A-7657-032,bov
"Agropeciaria Piedadense, S.A. de C.V.",Ganado Lechero Toal Mx Linea Campestre,A-0857-013,sin dato
"Agropecuaria Dominguez Hermanos, S.A. de C.V.",Alimento F3,A-9997-001,bov eng
"Agropecuaria Fc, S.A. de C.V.",Nutraswine Gestante,A-9073-007,cer
"Agropecuaria la Fortuna, S.A. de C.V.",Iniciador,A-10840-002,por
"Agropecuaria la Fortuna, S.A. de C.V.",Finalizador,A-10840-006,por
"Agropecuaria la Fortuna, S.A. de C.V.",Reemplazo 1,A-10840-009,cer
"Agropecuaria la Fortuna, S.A. de C.V.",Gestacion F1,A-10840-017,por gest
"Agropecuaria la Fortuna, S.A. de C.V.",Iniciador,A-10840-022,alimento balanceado para cerdos
Agropecuaria Piedadense S.A de C.V.,Ganado Lechero 20% Linea Campestre,A-0857-003,bov lech
Agropecuaria Piedadense S.A de C.V.,Ganado Lechero Pel Rol Campestre,A-0857-004,bov lech
"Agropecuaria Piedadense, S.A. de C.V.",Sustituto de Leche Premium,A-0857-005,bov (teneros)
"Agropecuaria Piedadense, S.A. de C.V.",Sustituto de Leche,A-0857-006,bov (teneros)
"Agropecuaria Piedadense, S.A. de C.V.",Ganado Lechero Total Mix Línea Campestre,A-0857-013,sin dato
"Agropecuaria Piedadense, S.A. de C.V.",Engorda Bovino 15%,A-0857-017,bov (engorda)
"Agropecuaria Piedadense, S.A. de C.V.",Engorda Bovino 12% Linea Ultra,A-0857-008,bov
"Agropecuaria Tarasca, S. de P.R. de R.L.",Finalizador Iii Pelet Tarasca,A-9857-005,ave (pollo de engorda en etapa de finalización)
"Agroserva, S.A. de C.V.",Ultrazyme Complete,A-0283-002,bov
"Agroservicios Integrales Victoria, S.A. de C.V.",Proteimin Núcleo,A-10052-001,"bov, ovi, cap, (vientres, sementales y animales en desarrollo en pastoreo o corral"
"Agroservicios Integrales Victoria, S.A. de C.V.",Proteimin Directo,A-10052-002,"ovi, bov"
"Agroservicios Integrales Victoria, S.A. de C.V.",Fostamine,A-10052-004,sin dato
"Agroservicios Integrales Victoria, S.A. de C.V.",Proteimin 6:30,A-10052-005,"bov, ovi, cap"
"Agroservicios Integrales Victoria, S.A. de C.V.",Agroinvic Pro-50,A-10052-006,"bov, ov, capr"
"Albaosa, S.A. de C.V.",Finalizador Alto Rendimiento,A-6937-010,por
"Albaosa, S.A. de C.V.",Superdestete,A-6937-011,por
"Albaosa, S.A. de C.V.",Gestacion Plus,A-6937-015,por
"Albaosa, S.A. de C.V.",Mixtura Equina 12%,A-6937-016,equ
"Albaosa, S.A. de C.V.",Engordares Max,A-6937-026,bov car
"Albaosa, S.A. de C.V.",Gestacion Flexi,A-6937-036,por
"Albaosa, S.A. de C.V.",Finalizador Flexi,A-6937-037,por
"Albaosa, S.A. de C.V.",Crecimiento Flexi,A-6937-039,por
"Albaosa, S.A. de C.V.",Becerras Hi-Pic,A-6937-044,bov. (becerras)
"Albaosa, S.A. de C.V.",Creciave Pop,A-6937-054,ave eng.
"Albaosa, S.A. de C.V.",Cerdipop Crecimiento,A-6937-056,por
"Albaosa, S.A. de C.V.",Perrofeliz Adulto,A-6937-062,can
"Albaosa, S.A. de C.V.",Iniciador Alta Genetica,A-6937-066,sin dato
"Albaosa, S.A. de C.V.",Gestacion Alta Genetica,A-6937-070,por
"Albaosa, S.A. de C.V.",Engordave Pop,A-6937-073,ave eng.
"Albaosa, S.A. de C.V.",Pollazo,A-6937-074,ave eng.
"Albaosa, S.A. de C.V.",Engordares Alto Rendimiento,A-6937-027,sin dato
"Albaosa, S.A. de C.V.",Perrofeliz Cachorro,A-6937-075,sin dato
"Albaosa, S.A. de C.V. (Antes: Alimentos Balanceados Ochoa, S.A. de C.V.)",Sin Dato,A-6937-22,sin dato
Alejandro Gonzalez Rivera,Dog Sense,A-10729-001,can
"Alikam, S.A. de C.V.",Hasquer 16 %,A-0371-002,can
"Alikam, S.A. de C.V.",Hasquer Doggie Food,A-0371-007,sin dato
"Alikam, S.A. de C.V.",Hasquer 20%,A-0371-008,sin dato
"Alimentarius, Nutrientes y Asesorias, S.A. de C.V.",Premix 2 Engorda,A-10226-001,bov
"Alimento Tamalitos Dog, S.A. de C.V.",Tamalitos Dog Res,A-9220-001,can
"Alimento Tamalitos Dog, S.A. de C.V.",Tamalitos Dog Cordero,A-9220-004,can
"Alimentos Balanceados de Penjamo, S.A. de C.V.",Hi Cat Vital,A-0206-026,fel
"Alimentos Balanceados de Penjamo, S.A. de C.V.",Hi-Can,A-0206-067,can
"Alimentos Balanceados del Sur, S.A. de C.V.",Cerdo Lactancia Optimus,A-9163-003,por
"Alimentos Balanceados del Sur, S.A. de C.V.",Cerdo Concentrado 37%,A-9163-010,por
"Alimentos Balanceados del Sur, S.A. de C.V.",Cerdo Lactancia Primerizas,A-9163-013,alimento balanceado medicado con virginiamicina para cerdas
"Alimentos Balanceados del Sur, S.A. de C.V.",Fin Ract 5 Optimus,A-9163-024,sin dato
"Alimentos Balanceados Especializados, S.A. de C.V.",Lactancia Cerdos,A- 0540-008,sin dato
"Alimentos Balanceados Especializados, S.A. de C.V.",Gestacion Cerdos,A-0540-006,cerdos
"Alimentos Balanceados Especializados, S.A. de C.V.",Inicio Cerdos,A-0540-007,cerdos
"Alimentos Balanceados Especializados, S.A. de C.V.",Lechones Cerdo,A-0540-009,cerdos
"Alimentos Balanceados Especializados, S.A. de C.V.",Reemplazo,A-0540-010,cerdas de remplazo
"Alimentos Balanceados Lorgam, S.A de C.V.",Crecimiento Cerdo,A-7410-001,cerdos engorda crecimiento
"Alimentos Balanceados Lorgam, S.A de C.V.",Finalizador Cerdo,A-7410-002,cerdos finalizador
"Alimentos Balanceados Lorgam, S.A de C.V.",Desarrollo Polla,A-7410-004,cerdos en desarrollo
"Alimentos Balanceados Lorgam, S.A de C.V.",Desarrollo Cerdo,A-7410-006,cerdos en desarrollo
"Alimentos Balanceados Lorgam, S.A de C.V.",Mantenedor Cerdo,A-7410-009,cerdos finalizador
"Alimentos Balanceados Lorgam, S.A de C.V.",Postura Polla,A-7410-012,aves de postura
"Alimentos Balanceados Lorgam, S.A. de C.V.",Gestacion Cerdo,A-7410-003,por
"Alimentos Balanceados Lorgam, S.A. de C.V.",Finalizador Pavo,A-7410-005,pavo
"Alimentos Balanceados Lorgam, S.A. de C.V.",Iniciador Cerdo,A-7410-007,por
"Alimentos Balanceados Lorgam, S.A. de C.V.",Mantenedor Pavo,A-7410-008,pavo
"Alimentos Balanceados Lorgam, S.A. de C.V.",Iniciacion Polla,A-7410-010,ave postura
"Alimentos Balanceados Lorgam, S.A. de C.V.",Crecimiento Polla,A-7410-011,ave postura
"Alimentos Balanceados Lorgam, S.A. de C.V.",Crecimiento Pavo,A-7410-013,aves de engorda
"Alimentos Balanceados Lorgam, S.A. de C.V.",Finalizador Pollo,A-7410-014,aves finalizacion
"Alimentos Balanceados Lorgam, S.A. de C.V.",Preiniciador Pavo,A-7410-015,aves
"Alimentos Balanceados Lorgam, S.A. de C.V.",Inicador Pavo,A-7410-016,aves de engorda
"Alimentos Balanceados Lorgam, S.A. de C.V.",Desarrollo Pavo,A-7410-018,aves en desarrollo
"Alimentos Balanceados Lorgam, S.A. de C.V.",Preparto Cerdo,A-7410-019,por
"Alimentos Balanceados Lorgam, S.A. de C.V.",Economico T,A-7410-020,alimento balanceado para aves
"Alimentos Balanceados Lorgam, S.A. de C.V.",Preiniciador Fase F2,A-7410-021,cerdos en preinicio
"Alimentos Balanceados Lorgam, S.A. de C.V.",Lactancia Cerdo,A-7410-022,cerdos lactancia
"Alimentos Balanceados Lorgam, S.A. de C.V.",Semental Cerdo,A-7410-024,por
"Alimentos Balanceados Lorgam, S.A. de C.V.",Machos Reproductores,A-7410-025,sin dato
"Alimentos Balanceados Lorgam, S.A. de C.V.",Reemplazo Cerdo Medicado Con Florfenicol-Tilosina,A-7410-029,por
"Alimentos Balanceados Lorgam, S.A. de C.V.",Crecimiento Cerdo Medicado,A-7410–031,cerdos
"Alimentos Balanceados Lorgam, S.A. de C.V.",Finalizador Cerdo,A-7410-032,cer
"Alimentos Balanceados Lorgam, S.A. de C.V.",Reproductora Cerdo Medicado Con Bacitracina,A-7410-033,cer
"Alimentos Balanceados Lorgam, S.A. de C.V.",Crecimiento Cerdo Medicado Con Bacitracina,A-7410-034,cer
"Alimentos Balanceados Lorgam, S.A. de C.V.",Superdestete (Iniciacion) Medicado Con Bacitracina,A-7410-035,cer
"Alimentos Balanceados Lorgam, S.A. de C.V.",Crecimiento Cerdo Medicado,A-7410-036,cer
"Alimentos Balanceados Lorgam, S.A. de C.V.",Reproductora Cerdo Medicado,A-7410-037,cer
"Alimentos Balanceados Lorgam, S.A. de C.V.",Postura Polla 16% Medicado,A-7410–038,pollas
"Alimentos Balanceados Lorgam, S.A. de C.V.",Postura Polla 17% Medicado,A-7410–039,pollas
"Alimentos Balanceados Lorgam, S.A. de C.V.",Postura Pollo 18% Medicado Con Flavofosfolipol,A-7410-040,ave pos
"Alimentos Balanceados Lorgam, S.A. de C.V.",Postura Polla 19% Medicado Con Flavofosfolipol,A-7410-041,ave pos
