razon_social,nombre_producto,numero_registro,especies_aprobadas_para_su_uso
"Zoetis México, S. de R.L. de C.V.",Herdfend Mh/Hps,B-1196-119,por
"Zoetis México, S. de R.L. de C.V.",Improvac,B-1196-122,por
"Zoetis México, S. de R.L. de C.V.",Leptoferm-5,B-1196-123,"bov, por"
"Zoetis México, S. de R.L. de C.V.",Leukocell 2,B-1196-124,fel
"Zoetis México, S. de R.L. de C.V.",Litterguard Lt-C,B-1196-126,por
"Zoetis México, S. de R.L. de C.V.",Md-Vac Caot,B-1196-128,ave
"Zoetis México, S. de R.L. de C.V.",Pneumobort-K+1B,B-1196-129,equ
"Zoetis México, S. de R.L. de C.V.",Poulvac Marek Cvi + Hvt,B-1196-130,ave
"Zoetis México, S. de R.L. de C.V.",Poulvac Maternavac Ibd - Reo,B-1196-131,ave
"Zoetis México, S. de R.L. de C.V.",Scourguard 4Kc,B-1196-135,bov
"Zoetis México, S. de R.L. de C.V.",Tetanus Toxoid,B-1196-137,"ovi, por, equ"
"Zoetis México, S. de R.L. de C.V.",Ultrabac 7,B-1196-138,"bov, ovi"
"Zoetis México, S. de R.L. de C.V.",Ultrabac 7/ Somubac,B-1196-139,bov
"Zoetis México, S. de R.L. de C.V.",Ultrachoice 8,B-1196-141,"bov, ovi"
"Zoetis México, S. de R.L. de C.V.",Vanguard Plus Cpv,B-1196-142,can
"Zoetis México, S. de R.L. de C.V.",Vanguard Plus Cpv/Cv,B-1196-143,can
"Zoetis México, S. de R.L. de C.V.",Respisure One,B-1196-146,por
"Zoetis México, S. de R.L. de C.V.",Fostera Pcv,B-1196-148,por
"Zoetis México, S. de R.L. de C.V.",Spirovac L5,B-1196-149,bov
"Zoetis México, S. de R.L. de C.V.",Ultra-Botulinum,B-1196-150,bov
"Zoetis México, S. de R.L. de C.V.",Fostera Gold Pcv,B-1196-151,por
"Zoetis México, S. de R.L. de C.V.",Fostera Gold Pcv Mh,B-1196-152,por
"Zoetis México, S. de R.L. de C.V.",Poulvac Procerta Hvt Nd,B-1196-153,ave
"Zoetis México, S. de R.L. de C.V.",Poulvac Maternavac 4,B-1196-154,ave
"Zoetis México, S. de R.L. de C.V.",Felocell Felv,B-1196-155,fel
"Zoetis México, S. de R.L. de C.V.",Poulvac Procerta Hvt-Ibd,B-1196-156,ave
"Zoetis México, S. de R.L. de C.V.",Poulvac Procerta Hvt-Ibd-Nd,B-1196-157,ave
"Zoetis México, S. de R.L. de C.V.",Lawsotek Ileítis,B-1196-158,por
"Zoetis México, S. de R.L. de C.V.",Ae-Vac Lyo,B-1196-202,ave
"Zoetis México, S. de R.L. de C.V.",Bronchi-Shield Iii,B-1196-209,can
"Zoetis México, S. de R.L. de C.V.",Bursine 2,B-1196-211,ave
"Zoetis México, S. de R.L. de C.V.",Cattlemaster Gold Fps,B-1196-213,bov
"Zoetis México, S. de R.L. de C.V.",Cattlemaster Gold Fp 5 L5,B-1196-214,bov
"Zoetis México, S. de R.L. de C.V.",Laryngo-Vac,B-1196-223,ave
"Zoetis México, S. de R.L. de C.V.",Md-Vac Cfl,B-1196-224,ave
"Zoetis México, S. de R.L. de C.V.",Newcastle Lasota,B-1196-227,ave
"Zoetis México, S. de R.L. de C.V.",Newcastle Lasota + Bron Mass,B-1196-228,ave
"Zoetis México, S. de R.L. de C.V.",One Shot,B-1196-229,bov
"Zoetis México, S. de R.L. de C.V.",One Shot Ultra 8,B-1196-230,bov
"Zoetis México, S. de R.L. de C.V.",Poulvac E.Coli,B-1196-233,ave
"Zoetis México, S. de R.L. de C.V.",Poxine,B-1196-234,ave
"Zoetis México, S. de R.L. de C.V.",Tsv 2,B-1196-235,bov
"Zoetis México, S. de R.L. de C.V.",Vacuna Derriengue,B-1196-237,"bov, ovi, cap, por, equ"
"Zoetis México, S. de R.L. de C.V.",Vanguard Da2L,B-1196-238,can
"Zoetis México, S. de R.L. de C.V.",Vanguard Plus 5,B-1196-239,can
"Zoetis México, S. de R.L. de C.V.",Vanguard Plus 5/Cv,B-1196-240,can
"Zoetis México, S. de R.L. de C.V.",Vanguard Plus 5 L4,B-1196-241,can
"Zoetis México, S. de R.L. de C.V.",Vanguard Plus 5 L4 Cv,B-1196-242,can
"Zoetis México, S. de R.L. de C.V.",Vanguard Plus 5/Cv-L,B-1196-243,can
"Zoetis México, S. de R.L. de C.V.",Vanguard Plus 5/L,B-1196-244,can
"Zoetis México, S. de R.L. de C.V.",Zylexis,B-1196-245,"can, fel, equ, por, bov"
"Zoetis México, S. de R.L. de C.V.",Fostera Prrs,B-1196-247,por
"Zoetis México, S. de R.L. de C.V.",Poulvac Bursa Plex,B-1196-248,ave
"Zoetis México, S. de R.L. de C.V.",Poulvac St,B-1196-250,ave
"Zoetis México, S. de R.L. de C.V.",Bovi-Shield Gold One Shot,B-1196-252,bov
"Zoetis México, S. de R.L. de C.V.",Bovi-Shield Gold Fp 5 L5 Hb,B-1196-253,bov
"Zoetis México, S. de R.L. de C.V.",Tsv-3,B-1196-254,bov
"Zoetis México, S. de R.L. de C.V.",Bovi-Shield Gold Fp 5,B-1196-255,bov
"Zoetis México, S. de R.L. de C.V.",Bovi-Shield Gold Fp 5 L5,B-1196-256,bov
"Zoetis México, S. de R.L. de C.V.",One Shot Dvb,B-1196-257,bov
"Zoetis México, S. de R.L. de C.V.",Flusure Xp,B-1196-258,por
"Zoetis México, S. de R.L. de C.V.",Poulvac Ib H-120,B-1196-260,ave
"Zoetis México, S. de R.L. de C.V.",Protivity,B-1196-261,bov
"Zoetis México, S. de R.L. de C.V.",Proflok Reo Ab,B-1196-302,ave
"Zoetis México, S. de R.L. de C.V.",Proflok Ibv Ab,B-1196-303,ave
"Zoetis México, S. de R.L. de C.V.",Proflok Ibd Ab,B-1196-305,ave
"Zoetis México, S. de R.L. de C.V.",Proflok Ms Ab,B-1196-307,ave
"Zoetis México, S. de R.L. de C.V.",Proflok Mg Ab,B-1196-308,ave
"Zoetis México, S. de R.L. de C.V.",Titercheck Cdv/Cpv,B-1196-310,can
"Zoetis México, S. de R.L. de C.V.",Witness Ehrlichia,B-1196-312,can
"Zoetis México, S. de R.L. de C.V.",Proflok Lt Ab,B-1196-317,ave
"Zoetis México, S. de R.L. de C.V.",Proflok Ibd Plus Ab,B-1196-318,ave
"Zoetis México, S. de R.L. de C.V.",Cytopoint 10 Mg,B-1196-401,can
"Zoetis México, S. de R.L. de C.V.",Cytopoint 20 Mg,B-1196-402,can
"Zoetis México, S. de R.L. de C.V.",Cytopoint 30 Mg,B-1196-403,can
"Zoetis México, S. de R.L. de C.V.",Cytopoint 40 Mg,B-1196-404,can
"Zoetis México, S. de R.L. de C.V.",Librela 5 Mg,B-1196-405,can
"Zoetis México, S. de R.L. de C.V.",Librela 10 Mg,B-1196-406,can
"Zoetis México, S. de R.L. de C.V.",Librela 15 Mg,B-1196-407,can
"Zoetis México, S. de R.L. de C.V.",Librela 20 Mg,B-1196-408,can
"Zoetis México, S. de R.L. de C.V.",Librela 30 Mg,B-1196-409,can
"Zoetis México, S. de R.L. de C.V.",Solensia,B-1196-410,fel
